Sex,Length,Diameter,Height,Wholeweight,Shuckedweight,Visceraweight,Shellweight,target
0.0,0.445,0.345,0.14,0.47600000000000003,0.2055,0.1015,0.1085,1
2.0,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,0
0.0,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,1
0.0,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,1
0.0,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,0
1.0,0.67,0.585,0.16,1.3090000000000002,0.5445,0.2945,0.413,1
2.0,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036000000000000004,0
0.0,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,0
0.0,0.5,0.4,0.145,0.6025,0.21600000000000003,0.138,0.21,1
2.0,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,0
0.0,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,0
2.0,0.475,0.365,0.115,0.499,0.23199999999999998,0.0885,0.156,1
2.0,0.37,0.27,0.095,0.2175,0.09699999999999999,0.046,0.065,0
0.0,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,0
2.0,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,0
0.0,0.545,0.43,0.155,0.8035,0.409,0.14400000000000002,0.228,0
2.0,0.65,0.52,0.15,1.238,0.5495,0.29600000000000004,0.3305,1
2.0,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,0
0.0,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,1
2.0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,0
1.0,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,0
2.0,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,0
0.0,0.53,0.415,0.14,0.7240000000000001,0.3105,0.1675,0.205,1
0.0,0.695,0.54,0.195,1.6909999999999998,0.768,0.363,0.4755,1
2.0,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,1
2.0,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,0
0.0,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,1
0.0,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,0
0.0,0.275,0.2,0.08,0.099,0.037000000000000005,0.024,0.03,0
0.0,0.585,0.48,0.185,1.04,0.434,0.265,0.285,1
0.0,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,1
1.0,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,0
2.0,0.36,0.265,0.085,0.1865,0.0675,0.037000000000000005,0.0615,0
0.0,0.525,0.425,0.19,0.872,0.4625,0.1725,0.19899999999999998,0
2.0,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,1
0.0,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15,0
2.0,0.485,0.37,0.14,0.5065,0.2425,0.08800000000000001,0.1465,0
0.0,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,1
2.0,0.575,0.44,0.15,0.983,0.486,0.215,0.239,0
0.0,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,1
0.0,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,1
0.0,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,1
1.0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,1
0.0,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,1
1.0,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,1
0.0,0.37,0.28,0.1,0.252,0.1065,0.0595,0.07400000000000001,0
0.0,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,0
0.0,0.57,0.45,0.14,0.9275,0.47700000000000004,0.1605,0.2515,0
1.0,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,1
0.0,0.62,0.465,0.145,0.9109999999999999,0.375,0.2145,0.278,1
2.0,0.265,0.2,0.065,0.0975,0.04,0.0205,0.027999999999999997,0
2.0,0.55,0.42,0.115,0.6679999999999999,0.2925,0.13699999999999998,0.209,1
0.0,0.63,0.51,0.23,1.5390000000000001,0.5635,0.2815,0.57,1
1.0,0.37,0.275,0.1,0.2225,0.09300000000000001,0.026000000000000002,0.08,0
1.0,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,1
0.0,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,1
0.0,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,0
1.0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,0
1.0,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,1
1.0,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,1
2.0,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,0
0.0,0.565,0.43,0.15,0.831,0.4245,0.1735,0.21899999999999997,1
0.0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,1
0.0,0.505,0.38,0.13,0.6559999999999999,0.22699999999999998,0.1785,0.22,1
0.0,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,0
0.0,0.655,0.525,0.185,1.2590000000000001,0.48700000000000004,0.2215,0.445,1
1.0,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,1
0.0,0.585,0.465,0.16,0.9555,0.4595,0.23600000000000002,0.265,0
0.0,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,0
1.0,0.37,0.275,0.085,0.2405,0.10400000000000001,0.0535,0.07,0
1.0,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,1
0.0,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,1
0.0,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000003,0.195,1
0.0,0.63,0.485,0.155,1.278,0.637,0.275,0.31,0
1.0,0.62,0.52,0.225,1.1835,0.37799999999999995,0.27,0.395,1
0.0,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,0
0.0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,1
1.0,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,0
2.0,0.485,0.37,0.1,0.513,0.21899999999999997,0.1075,0.13,0
2.0,0.185,0.135,0.045,0.032,0.011000000000000001,0.0065,0.01,0
0.0,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,1
2.0,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,1
1.0,0.55,0.425,0.14,0.9520000000000001,0.4895,0.1945,0.2185,0
2.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,1
0.0,0.52,0.465,0.15,0.9505,0.456,0.19899999999999998,0.255,0
1.0,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,1
0.0,0.56,0.435,0.18,0.889,0.36,0.204,0.25,1
0.0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,1
2.0,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,0
2.0,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,0
1.0,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,1
1.0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,0
1.0,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,1
1.0,0.64,0.505,0.19,1.2765,0.4835,0.32799999999999996,0.4,1
1.0,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,1
0.0,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,1
0.0,0.505,0.39,0.12,0.653,0.3315,0.1385,0.16699999999999998,0
1.0,0.68,0.56,0.195,1.6640000000000001,0.58,0.3855,0.545,1
0.0,0.67,0.51,0.18,1.68,0.9259999999999999,0.2975,0.3935,1
2.0,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,0
0.0,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,1
2.0,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,1
2.0,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,1
2.0,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,0
1.0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,0
0.0,0.44,0.325,0.08,0.413,0.14400000000000002,0.1015,0.13,0
1.0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,1
0.0,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,1
1.0,0.68,0.505,0.17,1.3435,0.657,0.297,0.355,1
1.0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,1
1.0,0.68,0.51,0.2,1.6075,0.7140000000000001,0.33899999999999997,0.4705,1
2.0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,1
1.0,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,0
1.0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,1
1.0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,1
1.0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,1
2.0,0.5,0.375,0.12,0.529,0.2235,0.12300000000000001,0.16,0
2.0,0.48,0.37,0.12,0.536,0.251,0.114,0.15,0
1.0,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,1
0.0,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,0
0.0,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,0
0.0,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,0
1.0,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,0
0.0,0.595,0.48,0.165,1.262,0.4835,0.28300000000000003,0.41,1
1.0,0.61,0.47,0.145,1.153,0.40299999999999997,0.29600000000000004,0.32,1
2.0,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,0
0.0,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.11699999999999999,0
0.0,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,1
2.0,0.525,0.39,0.12,0.664,0.3115,0.147,0.17800000000000002,0
0.0,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,1
2.0,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,1
1.0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,0
1.0,0.72,0.575,0.17,1.9335,0.9129999999999999,0.389,0.51,1
2.0,0.37,0.27,0.095,0.23199999999999998,0.1325,0.040999999999999995,0.0615,0
1.0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,1
1.0,0.48,0.405,0.13,0.6375,0.27699999999999997,0.1445,0.21,1
0.0,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,1
1.0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,1
1.0,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,1
2.0,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,0
1.0,0.64,0.49,0.18,1.36,0.653,0.34700000000000003,0.305,0
0.0,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,0
1.0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,0
0.0,0.545,0.44,0.165,0.7440000000000001,0.2875,0.204,0.25,1
2.0,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,0
0.0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,1
2.0,0.55,0.425,0.155,0.8725,0.41200000000000003,0.187,0.2425,1
1.0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,0
1.0,0.625,0.5,0.175,1.273,0.564,0.302,0.374,0
1.0,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,0
2.0,0.33,0.25,0.075,0.1405,0.055999999999999994,0.035,0.05,0
0.0,0.66,0.535,0.2,1.791,0.733,0.318,0.54,1
1.0,0.49,0.385,0.15,0.7865,0.24100000000000002,0.14,0.24,1
1.0,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,1
2.0,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,0
0.0,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,0
1.0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,1
2.0,0.51,0.385,0.15,0.625,0.3095,0.11900000000000001,0.1725,0
2.0,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,0
0.0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,0
2.0,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,0
2.0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,0
2.0,0.385,0.265,0.08,0.251,0.124,0.037000000000000005,0.07,0
1.0,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,1
1.0,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,1
2.0,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485,0
0.0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,0
1.0,0.465,0.35,0.115,0.42100000000000004,0.1565,0.091,0.1345,0
1.0,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,1
1.0,0.56,0.425,0.125,0.932,0.361,0.213,0.335,0
1.0,0.54,0.385,0.14,0.7655,0.3265,0.11599999999999999,0.2365,1
1.0,0.65,0.5,0.19,1.464,0.6415,0.33899999999999997,0.4245,0
0.0,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,0
2.0,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,0
1.0,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,1
0.0,0.55,0.385,0.13,0.7275,0.34299999999999997,0.1625,0.19,0
0.0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,1
2.0,0.28,0.2,0.065,0.0895,0.036000000000000004,0.0185,0.03,0
2.0,0.545,0.435,0.135,0.7715,0.37200000000000005,0.14800000000000002,0.22699999999999998,0
2.0,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,0
0.0,0.58,0.45,0.175,1.068,0.425,0.203,0.32,1
0.0,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,0
2.0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,1
2.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,0
0.0,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,1
1.0,0.585,0.455,0.13,0.8755,0.41100000000000003,0.2065,0.225,0
1.0,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,1
2.0,0.525,0.38,0.135,0.615,0.261,0.159,0.175,0
2.0,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.027999999999999997,0
0.0,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,1
1.0,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,1
1.0,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,0
0.0,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,0
2.0,0.485,0.375,0.11,0.46399999999999997,0.2015,0.09,0.149,0
0.0,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,0
2.0,0.4,0.29,0.1,0.258,0.10400000000000001,0.059000000000000004,0.0815,0
2.0,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,1
2.0,0.46,0.345,0.105,0.415,0.187,0.087,0.11,0
1.0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,1
0.0,0.645,0.495,0.19,1.5390000000000001,0.6115,0.408,0.445,1
1.0,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,0
1.0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.39799999999999996,1
1.0,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,1
2.0,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,0
2.0,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,1
2.0,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,0
0.0,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,1
0.0,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,0
0.0,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,0
1.0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,1
1.0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,0
2.0,0.375,0.305,0.115,0.2715,0.092,0.07400000000000001,0.09,0
0.0,0.6,0.475,0.19,1.0875,0.40299999999999997,0.2655,0.325,1
1.0,0.43,0.35,0.09,0.397,0.1575,0.08900000000000001,0.12,0
2.0,0.53,0.4,0.125,0.617,0.27899999999999997,0.127,0.19,0
2.0,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,0
0.0,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,1
2.0,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,1
2.0,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,0
2.0,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,0
2.0,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,1
1.0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,1
0.0,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,1
2.0,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,0
2.0,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,0
0.0,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,1
0.0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,1
1.0,0.585,0.445,0.14,0.9129999999999999,0.4305,0.2205,0.253,1
1.0,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,0
1.0,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,1
2.0,0.47,0.385,0.13,0.5870000000000001,0.264,0.11699999999999999,0.174,0
0.0,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,1
0.0,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,1
1.0,0.58,0.445,0.15,0.858,0.4,0.156,0.253,0
0.0,0.59,0.47,0.15,0.9955,0.48100000000000004,0.23199999999999998,0.24,0
0.0,0.45,0.35,0.13,0.46,0.174,0.111,0.135,0
1.0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,0
0.0,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,0
2.0,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,0
2.0,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,1
1.0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,0
1.0,0.7,0.575,0.205,1.7730000000000001,0.605,0.447,0.5379999999999999,1
0.0,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,0
2.0,0.59,0.45,0.125,0.86,0.43700000000000006,0.1515,0.245,0
1.0,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,1
1.0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,1
1.0,0.57,0.47,0.14,0.871,0.385,0.21100000000000002,0.2315,1
1.0,0.325,0.26,0.09,0.1915,0.085,0.036000000000000004,0.062,0
1.0,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,1
0.0,0.465,0.355,0.105,0.4795,0.22699999999999998,0.124,0.125,0
2.0,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,0
0.0,0.52,0.4,0.12,0.58,0.23399999999999999,0.1315,0.185,0
0.0,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,1
0.0,0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,1
0.0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,0
2.0,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,0
0.0,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,1
2.0,0.44,0.345,0.12,0.48700000000000004,0.1965,0.10800000000000001,0.16,1
1.0,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,1
2.0,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,0
0.0,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,0
2.0,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,0
2.0,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,0
2.0,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,0
1.0,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955,0
1.0,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,0
2.0,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,0
2.0,0.47,0.375,0.105,0.46799999999999997,0.1665,0.10800000000000001,0.17,1
0.0,0.345,0.27,0.095,0.19699999999999998,0.0665,0.05,0.07,0
1.0,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,1
0.0,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,0
1.0,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,0
1.0,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,1
1.0,0.655,0.515,0.18,1.412,0.6195,0.2485,0.49700000000000005,1
0.0,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,1
2.0,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,0
1.0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,1
1.0,0.685,0.565,0.175,1.6380000000000001,0.7775,0.375,0.43799999999999994,1
2.0,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,0
2.0,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,1
2.0,0.34,0.25,0.07,0.2225,0.10400000000000001,0.0425,0.055,0
2.0,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,1
0.0,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,1
0.0,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,1
1.0,0.555,0.405,0.12,0.9129999999999999,0.4585,0.196,0.2065,0
0.0,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,1
0.0,0.61,0.47,0.155,1.0325,0.49700000000000005,0.2175,0.2785,0
1.0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,1
2.0,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,0
0.0,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,0
1.0,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,1
1.0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,1
0.0,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,1
0.0,0.675,0.51,0.17,1.527,0.809,0.318,0.341,1
1.0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,1
2.0,0.375,0.29,0.095,0.213,0.096,0.040999999999999995,0.061,0
1.0,0.505,0.41,0.15,0.644,0.285,0.145,0.21,1
0.0,0.65,0.525,0.185,1.4880000000000002,0.665,0.337,0.37799999999999995,1
1.0,0.675,0.535,0.22,1.604,0.6175,0.4255,0.45299999999999996,1
1.0,0.65,0.515,0.215,1.4980000000000002,0.564,0.32299999999999995,0.425,1
0.0,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755,1
1.0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,1
1.0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,1
0.0,0.675,0.525,0.175,1.402,0.483,0.3205,0.465,1
1.0,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,1
2.0,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,0
2.0,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054000000000000006,0
1.0,0.63,0.5,0.155,1.005,0.36700000000000005,0.19899999999999998,0.36,1
1.0,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,1
1.0,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,0
0.0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,0
1.0,0.59,0.465,0.15,0.997,0.392,0.24600000000000002,0.34,1
0.0,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,1
2.0,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,0
0.0,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,1
1.0,0.5,0.4,0.145,0.63,0.23399999999999999,0.1465,0.23,1
2.0,0.45,0.355,0.105,0.4445,0.19699999999999998,0.09300000000000001,0.1335,0
0.0,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,0
0.0,0.34,0.255,0.095,0.213,0.081,0.034,0.07,0
2.0,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,0
2.0,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,0
0.0,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,1
2.0,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,0
2.0,0.235,0.18,0.06,0.057999999999999996,0.022000000000000002,0.0145,0.018000000000000002,0
1.0,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,1
0.0,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,1
2.0,0.425,0.315,0.1,0.377,0.1645,0.07200000000000001,0.105,0
1.0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,1
2.0,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,1
1.0,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,1
2.0,0.395,0.3,0.09,0.27899999999999997,0.134,0.049,0.075,0
0.0,0.565,0.435,0.185,0.9815,0.32899999999999996,0.136,0.39,1
0.0,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,1
0.0,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,0
1.0,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,1
1.0,0.66,0.525,0.2,1.463,0.6525,0.2995,0.42200000000000004,1
2.0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,0
0.0,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,1
1.0,0.62,0.485,0.165,1.166,0.483,0.23800000000000002,0.355,1
1.0,0.615,0.475,0.17,1.055,0.5429999999999999,0.24600000000000002,0.2345,0
1.0,0.475,0.4,0.115,0.541,0.18600000000000003,0.1025,0.21,1
2.0,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,0
1.0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,0
2.0,0.515,0.39,0.125,0.5705,0.23800000000000002,0.1265,0.185,0
2.0,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,0
2.0,0.455,0.335,0.135,0.501,0.27399999999999997,0.0995,0.1065,0
1.0,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,0
0.0,0.525,0.425,0.12,0.7020000000000001,0.3335,0.1465,0.22,1
0.0,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,1
2.0,0.425,0.34,0.1,0.3515,0.1625,0.08199999999999999,0.094,0
2.0,0.41,0.325,0.11,0.326,0.1325,0.075,0.10099999999999999,0
1.0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,0
2.0,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,0
2.0,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,0
1.0,0.695,0.565,0.19,1.7635,0.7465,0.39899999999999997,0.4975,1
0.0,0.54,0.405,0.155,0.9715,0.3225,0.19399999999999998,0.29,1
0.0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,1
0.0,0.545,0.44,0.14,0.8395,0.35600000000000004,0.1905,0.2385,1
0.0,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,1
0.0,0.595,0.5,0.165,1.06,0.402,0.28,0.275,1
1.0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,1
2.0,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.08900000000000001,0
0.0,0.745,0.575,0.2,1.8840000000000001,0.9540000000000001,0.336,0.495,1
2.0,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,1
1.0,0.655,0.545,0.185,1.7590000000000001,0.6865,0.313,0.547,1
1.0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,1
0.0,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,1
1.0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,0
2.0,0.27,0.205,0.075,0.11800000000000001,0.059000000000000004,0.031,0.0305,0
